StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Random ID
5/5/19 19:32,5/5/19 19:33,IP Address,98.3.52.212,100,71,TRUE,5/5/19 19:33,R_2VQiP1LDz5XrWC2,,,,,42.89480591,-78.38780212,anonymous,EN,A2YXL5GQ3LZUY0,"img13	,img42	,img50	",950020
5/5/19 19:35,5/5/19 19:37,IP Address,93.36.193.6,100,121,TRUE,5/5/19 19:37,R_1rwc5Qrz8d6g3lD,,,,,41.89039612,12.5124054,anonymous,EN,AHOHKLO0YSGNI,"img26	,img53	,img65	",513338
5/5/19 19:41,5/5/19 19:42,IP Address,87.192.247.65,100,58,TRUE,5/5/19 19:42,R_1QKnhHmajJ0xqO2,,,,,53.51669312,-8.850006104,anonymous,EN,AR8NJPVR13ULD,"img10	,img18	,img63	",209379
5/5/19 19:46,5/5/19 19:47,IP Address,47.148.181.73,100,33,TRUE,5/5/19 19:47,R_2wv0X6LrHReQeWM,,,,,34.03489685,-117.6184998,anonymous,EN,AU04NHNF2WGMK,"img48	,img64	,img66	",648829
5/5/19 19:48,5/5/19 19:49,IP Address,99.234.201.146,100,61,TRUE,5/5/19 19:49,R_uerFRMqlMghlQ2J,,,,,43.76269531,-79.76059723,anonymous,EN,A1KVE1E8ZON2F7,"img24	,img31	,img63	",583942
5/5/19 19:58,5/5/19 19:58,IP Address,64.134.68.72,100,36,TRUE,5/5/19 19:58,R_2s5bu257qjyDr4d,,,,,47.89770508,-97.03939819,anonymous,EN,A1S7R2Z9GZJZ0Y,"img3	,img48	,img55	",573846
5/5/19 20:02,5/5/19 20:02,IP Address,73.51.198.48,100,24,TRUE,5/5/19 20:02,R_2pKR6fWjU60TDsp,,,,,41.87190247,-87.6588974,anonymous,EN,A2P791EA88YGSV,"img14	,img52	,img57	",788680
5/5/19 20:08,5/5/19 20:10,IP Address,179.235.0.126,100,105,TRUE,5/5/19 20:10,R_2UWvGELnuv9wYw4,,,,,-22.26350403,-49.13639832,anonymous,EN,A1DHL4XO3VT7TR,"img21	,img33	,img34	",104204
5/5/19 20:10,5/5/19 20:12,IP Address,70.26.175.17,100,101,TRUE,5/5/19 20:12,R_Zs3jyGaQtt1tPIB,,,,,43.64259338,-79.40019989,anonymous,EN,AQ3XNO38272XO,"img10	,img70	,img72	",825429
5/5/19 20:10,5/5/19 20:12,IP Address,173.154.143.123,100,144,TRUE,5/5/19 20:12,R_32JBKQ8h3e73BlI,,,,,42.10549927,-83.27950287,anonymous,EN,A3EIVR2LS7CCWB,"img45	,img59	,img60	",978437
5/5/19 20:13,5/5/19 20:13,IP Address,24.193.236.235,100,19,TRUE,5/5/19 20:13,R_poUgQRvkpXLP6xj,,,,,40.69500732,-73.79100037,anonymous,EN,A2ODZYV6RRJ7NJ,"img1 ,img15	,img74	",860849
5/5/19 21:02,5/5/19 21:03,IP Address,98.167.38.79,100,45,TRUE,5/5/19 21:03,R_a2xCG5vsKQAoarL,,,,,36.03829956,-115.1445999,anonymous,EN,ANV640E4FJ9HJ,"img20	,img50	,img68	",722343
5/5/19 21:16,5/5/19 21:18,IP Address,73.203.248.9,100,115,TRUE,5/5/19 21:18,R_3GoXzeWn2ZWUC2o,,,,,31.3144989,-89.37879944,anonymous,EN,A2T5FIPRX2OF8S,"img3	,img44	,img57	",738700
